ref	text	macula_lemma	macula_eng	macula_lxx_greek	tbi	sruv06	rv09	bbc
ISA 36:4!14	אַשּׁ֔וּר	אַשּׁוּר	Assyria	ἀσσυρίων	raja	wa Ashuru	Asiria	raja
ISA 36:6!9	מִצְרַ֔יִם	מִצְרַ֫יִם	Egypt	αἴγυπτον	Mesir	Misri	Egipto	Misir
ISA 36:6!18	פַּרְעֹ֣ה	פַּרְעֹה	Pharaoh	φαραω	Firaun	Farao	Faraón	Firaun
ISA 36:6!20	מִצְרַ֔יִם	מִצְרַ֫יִם	Egypt	αἰγύπτου	Mesir	Misri	Egipto	Misir
ISA 36:7!5	יְהוָ֥ה	יהוה	LORD	κύριον	Tuhan	BWANA	Jehová	Jahowa
ISA 36:7!12	חִזְקִיָּ֨הוּ֙	חִזְקִיָּהוּ	Hezekiah	’’	Hizkia	Hezekia	Ezequías	Hiskia
ISA 36:7!18	יהוּדָה֙	יְהוּדָה	Judah	’’	Yehuda	Yuda	Judá	Juda
ISA 36:7!19	יר֣וּשָׁלִַ֔ם	יְרוּשָׁלִַ֫͏ם	Jerusalem		Yerusalem	Yerusalemu	Jerusalén	Jerusalem
ISA 36:8!7	אַשּׁ֑וּר	אַשּׁוּר	Assyria	ἀσσυρίων	Asyur	wa Ashuru	Asiria	Assur
ISA 36:9!13	מִצְרַ֔יִם	מִצְרַ֫יִם	Egypt	αἰγυπτίοις	Mesir	Misri	Egipto	Misir
ISA 36:10!3	יְהוָ֔ה	יהוה	Lord	κυρίου	Tuhan	la BWANA	Jehová	Jahowa
ISA 36:10!9	יְהוָה֙	יהוה	LORD	’’	Tuhan	BWANA	Jehová	Jahowa
ISA 36:11!2	אֶלְיָקִים֩	אֶלְיָקִים	Eliakim	ελιακιμ	Elyakim	Eliakimu	Eliaquim	Eliakim
ISA 36:11!3	שֶׁבְנָ֨א	שֶׁבְנָא	Shebna	σομνας	Sebna	Shebna	Sebna	Sebna
ISA 36:11!4	יוֹאָ֜ח	יוֹאָח	Joah	ιωαξ	Yoah	Yoa	Joa	Joa
ISA 36:13!15	אַשּֽׁוּר	אַשּׁוּר	Assyria	ἀσσυρίων	raja	Ashuru	Asiria	raja
ISA 36:14!7	חִזְקִיָּ֑הוּ	חִזְקִיָּהוּ	Hezekiah	εζεκιας	Hizkia	Hezekia	Ezequías	Hiskia
ISA 36:15!4	חִזְקִיָּ֨הוּ֙	חִזְקִיָּהוּ	Hezekiah	εζεκιας	Hizkia	Hezekia	Ezequías	Hiskia
ISA 36:15!6	יְהוָ֣ה	יהוה	LORD		Tuhan	BWANA	Jehová	Jahowa
ISA 36:15!10	יְהוָ֑ה	יהוה	LORD	θεός	Tuhan	BWANA	Jehová	Jahowa
ISA 36:15!17	אַשּֽׁוּר	אַשּׁוּר	Assyria	ἀσσυρίων	Asyur	Ashuru	Asiria	Assur
ISA 36:16!4	חִזְקִיָּ֑הוּ	חִזְקִיָּהוּ	Hezekiah	εζεκιου	Hizkia	Hezekia	Ezequías	Hiskia
ISA 36:16!9	אַשּׁ֗וּר	אַשּׁוּר	Assyria		raja	wa Ashuru	Asiria	raja
ISA 36:18!4	חִזְקִיָּ֨הוּ֙	חִזְקִיָּהוּ	Hezekiah	εζεκιας	Hizkia	Hezekia	Ezequías	Hiskia
ISA 36:18!6	יְהוָ֖ה	יהוה	LORD	θεὸς	Tuhan	BWANA	jehová	Jahowa
ISA 36:18!16	אַשּֽׁוּר	אַשּׁוּר	Assyria	ἀσσυρίων	Asyur	wa Ashuru	Asiria	Assur
ISA 36:19!3	חֲמָת֙	חֲמָת	Hamath	αιμαθ	Hamat	ya Hamathi	Hamat	Hemat
ISA 36:19!4	אַרְפָּ֔ד	אַרְפַּד	Arpad	αρφαθ	Arpad	ya Arpadi	Arfad	Arpad
ISA 36:19!7	סְפַרְוָ֑יִם	סְפַרְוַ֫יִם	Sepharvaim		Sefarwaim	ya Sefarvaimu	Sefarvaim	Separwaim
ISA 36:19!11	שֹׁמְר֖וֹן	שֹׁמְרוֹן	Samaria	σαμάρειαν	Samaria	Samaria	Samaria	Samaria
ISA 36:20!13	יְהוָ֛ה	יהוה	LORD	θεὸς	Tuhan	BWANA	jehová	Jahowa
ISA 36:20!15	יְרוּשָׁלִַ֖ם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Yerusalem	Yerusalemu	jerusalén	Jerusalem
ISA 36:22!2	אֶלְיָקִ֣ים	אֶלְיָקִים	Eliakim	ελιακιμ	Elyakim	Eliakimu	Eliaquim	Eliakim
ISA 36:22!4	חִלְקִיָּ֣הוּ	חִלְקִיָּהוּ	Hilkiah	ξελκιου	Hilkia	Hilkia	Hilcías	Hilkia
ISA 36:22!8	שֶׁבְנָ֨א	שֶׁבְנָא	Shebna	σομνας	Sebna	Shebna	Sebna	Sebna
ISA 36:22!10	יוֹאָ֨ח	יוֹאָח	Joah	ιωαξ	Yoah	Yoa	Joa	Joa
ISA 36:22!12	אָסָ֧ף	אָסָף	Asaph	ασαφ	Asaf	Asafu	Asaf	Asap
ISA 36:22!15	חִזְקִיָּ֖הוּ	חִזְקִיָּהוּ	Hezekiah	εζεκιαν	Hizkia	Hezekia	Ezequías	Hiskia
ISA 37:1!4	חִזְקִיָּ֔הוּ	חִזְקִיָּהוּ	Hezekiah	εζεκιαν	Hizkia	Hezekia	Ezequías	Hiskia
ISA 37:1!12	יְהוָֽה	יהוה	LORD	κυρίου	Tuhan	ya BWANA	jehová	Jahowa
ISA 37:2!3	אֶלְיָקִ֨ים	אֶלְיָקִים	Eliakim	ελιακιμ	Elyakim	Eliakimu	Eliaquim	Eliakim
ISA 37:2!8	שֶׁבְנָ֣א	שֶׁבְנָא	Shebna	σομναν	Sebna	Shebna	Sebna	Sebna
ISA 37:2!16	יְשַֽׁעְיָ֥הוּ	יְשַׁעְיָ֫הוּ	Isaiah	ησαιαν	Yesaya	Isaya	Isaías	Jesaya
ISA 37:2!18	אָמ֖וֹץ	אָמוֹץ	Amoz	αμως	Amos	Amozi	Amoz	Amos
ISA 37:3!5	חִזְקִיָּ֔הוּ	חִזְקִיָּהוּ	Hezekiah	εζεκιας	Hizkia	Hezekia	Ezequías	Hiskia
ISA 37:4!3	יְהוָ֨ה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
ISA 37:4!12	אַשּׁ֤וּר	אַשּׁוּר	Assyria	ἀσσυρίων	raja	Ashuru	Asiria	raja
ISA 37:4!21	יְהוָ֣ה	יהוה	LORD	κύριος	mendengar	BWANA	Jehová	dibege
ISA 37:5!4	חִזְקִיָּ֖הוּ	חִזְקִיָּהוּ	Hezekiah		Hizkia	Hezekia	Ezequías	Hiskia
ISA 37:5!6	יְשַׁעְיָֽהוּ	יְשַׁעְיָ֫הוּ	Isaiah	ησαιαν	Yesaya	Isaya	Isaías	Jesaya
ISA 37:6!3	יְשַֽׁעְיָ֔הוּ	יְשַׁעְיָ֫הוּ	Isaiah	ησαιας	Yesaya	Isaya	Isaías	Jesaya
ISA 37:6!10	יְהוָ֗ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 37:6!21	אַשּׁ֖וּר	אַשּׁוּר	Assyria	ἀσσυρίων	Asyur	wa Ashuru	que	Assur
ISA 37:8!7	אַשּׁ֔וּר	אַשּׁוּר	Assyria		raja	wa Ashuru	Asiria	raja
ISA 37:8!10	לִבְנָ֑ה	לִבְנָה	Libnah	λομναν		Libna	Libna	
ISA 37:8!15	לָּכִֽישׁ	לָכִישׁ	Lachish			Lakishi	Laquis	
ISA 37:9!3	תִּרְהָ֤קָה	תִּרְהָקָה	Tirhakah	θαρακα	Tirhaka	ya Tirhaka	Tirhaca	Tirhaka
ISA 37:9!5	כּוּשׁ֙	כּוּשׁ	Cush	αἰθιόπων	Etiopia	wa Kushi	Etiopía	Kus
ISA 37:9!14	חִזְקִיָּ֖הוּ	חִזְקִיָּהוּ	Hezekiah	εζεκιαν	Hizkia	Hezekia	Ezequías	Hiskia
ISA 37:10!4	חִזְקִיָּ֤הוּ	חִזְקִיָּהוּ	Hezekiah	εζεκια	Hizkia	Hezekia	Ezequías	Hiskia
ISA 37:10!6	יְהוּדָה֙	יְהוּדָה	Judah	ιουδαίας	Yehuda	wa Yuda	Judá	Juda
ISA 37:10!18	יְר֣וּשָׁלִַ֔ם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Yerusalem	Yerusalemu	jerusalén	Jerusalem
ISA 37:10!21	אַשּֽׁוּר	אַשּׁוּר	Assyria	ἀσσυρίων	Asyur	wa Ashuru	Asiria	Assur
ISA 37:11!7	אַשּׁ֛וּר	אַשּׁוּר	Assyria	ἀσσυρίων	Asyur	wa Ashuru	Asiria	Assur
ISA 37:12!9	גּוֹזָ֖ן	גּוֹזָן	Gozan	γωζαν	Gozan	Gozani	Gozán	Gozan
ISA 37:12!11	חָרָ֑ן	חָרָן	Haran	ξαρραν	Haran	Harani	Harán	Haran
ISA 37:12!12	רֶ֥צֶף	רֶ֫צֶף	Rezeph	ραφες	Telasar	Resefu	Resef	Telasar
ISA 37:12!14	עֶ֖דֶן	עֶ֫דֶן	Eden		haran	wa Adini	Edén	Haran
ISA 37:12!16	תְלַשָּֽׂר	תְּלַאשָּׂ֑ר	Telassar		Rezef	Telasari	Telasar	Resep
ISA 37:13!3	חֲמָת֙	חֲמָת	Hamath	αιμαθ	Hamat	wa Hamathi	Hamat	Hamat
ISA 37:13!5	אַרְפָּ֔ד	אַרְפַּד	Arpad		Arpad	wa Arpadi	Arfad	Arpad
ISA 37:13!7	לָעִ֣יר	עִיר	city					
ISA 37:13!8	סְפַרְוָ֑יִם	סְפַרְוַ֫יִם	Sepharvaim	σεπφαριμ	Sefarwaim	wa Sefarvaimu	Sefarvaim	Separwaim
ISA 37:13!9	הֵנַ֖ע	הֵנַע	Hena	αναγ	Hena	wa Hena	Hena	Hena
ISA 37:13!10	עִוָּֽה	עַוָּה	Ivvah	ουγαυα	Iwa	wa Iva		Iwa
ISA 37:14!2	חִזְקִיָּ֧הוּ	חִזְקִיָּהוּ	Hezekiah	εζεκιας	Hizkia	Hezekia	Ezequías	Hiskia
ISA 37:14!10	יְהוָ֔ה	יהוה	LORD		Tuhan	ya BWANA	Jehová	Jahowa
ISA 37:14!12	חִזְקִיָּ֖הוּ	חִזְקִיָּהוּ	Hezekiah		hizkia	Hezekia		Hiskia
ISA 37:14!14	יְהוָֽה	יהוה	LORD	κυρίου	Tuhan	za BWANA	Jehová	Jahowa
ISA 37:15!2	חִזְקִיָּ֔הוּ	חִזְקִיָּהוּ	Hezekiah	εζεκιας	Hizkia	Hezekia	Ezequías	Hiskia
ISA 37:15!4	יְהוָ֖ה	יהוה	LORD	κύριον	Tuhan	BWANA	jehová	Jahowa
ISA 37:16!1	יְהוָ֨ה	יהוה	LORD	κύριε	Tuhan	Ee BWANA	jehová	Jahowa
ISA 37:16!4	יִשְׂרָאֵל֙	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
ISA 37:17!2	יְהוָ֤ה	יהוה	LORD	κύριε	Tuhan	BWANA	Jehová	Jahowa
ISA 37:17!6	יְהוָ֛ה	יהוה	LORD	κύριε	Tuhan	BWANA	Jehová	Jahowa
ISA 37:17!13	סַנְחֵרִ֔יב	סַנְחֵרִיב	Sennacherib		Sanherib	Senakeribu	Senaquerib	Sanherib
ISA 37:18!2	יְהוָ֑ה	יהוה	LORD		Tuhan	BWANA	jehová	Jahowa
ISA 37:18!5	אַשּׁ֛וּר	אַשּׁוּר	Assyria	ἀσσυρίων	Asyur	wa Ashuru	Asiria	Assur
ISA 37:20!2	יְהוָ֣ה	יהוה	LORD	κύριε	Tuhan	BWANA	Jehová	Jahowa
ISA 37:20!12	יְהוָ֖ה	יהוה	LORD	θεὸς	Tuhan	ndiwe BWANA	Jehová	Jahowa
ISA 37:21!2	יְשַֽׁעְיָ֣הוּ	יְשַׁעְיָ֫הוּ	Isaiah	ησαιας	Yesaya	Isaya	Isaías	Jesaya
ISA 37:21!4	אָמ֔וֹץ	אָמוֹץ	Amoz	αμως	Amos	wa Amozi	Amoz	Amos
ISA 37:21!6	חִזְקִיָּ֖הוּ	חִזְקִיָּהוּ	Hezekiah	εζεκιαν	Hizkia	Hezekia	Ezequías	Hiskia
ISA 37:21!10	יְהוָה֙	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 37:21!12	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
ISA 37:21!17	סַנְחֵרִ֖יב	סַנְחֵרִיב	Sennacherib	σενναξηριμ	Sanherib	Senakeribu	Senaquerib	Sanherib
ISA 37:21!19	אַשּֽׁוּר	אַשּׁוּר	Assyria	ἀσσυρίων	Asyur	wa Ashuru	Asiria	Assur
ISA 37:22!5	יְהוָ֖ה	יהוה	LORD	θεός	Tuhan	BWANA	jehová	Jahowa
ISA 37:22!13	צִיּ֔וֹן	צִיּוֹן	Zion	σιων	Sion	Sayuni	Sion	Sion
ISA 37:22!18	יְרוּשָׁלִָֽם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Yerusalem	Yerusalemu	jerusalén	Jerusalem
ISA 37:23!14	יִשְׂרָאֵֽל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
ISA 37:24!13	לְבָנ֑וֹן	לְבָנוֹן	Lebanon	λιβάνου	Libanon	ya Lebanoni	Líbano	Libanon
ISA 37:25!10	מָצֽוֹר	מָצוֹר	Egypt	ὕδατος	pengepungan	ya Misri	Egipto	
ISA 37:31!4	יְהוּדָ֛ה	יְהוּדָה	Judah		Yehuda	ya Yuda	Judá	Juda
ISA 37:32!2	ירֽוּשָׁלִַ֨ם֙	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Yerusalem	Yerusalemu	jerusalén	Jerusalem
ISA 37:32!7	צִיּ֑וֹן	צִיּוֹן	Zion	σιων	Sion	Sayuni	Sion	Sion
ISA 37:32!9	יְהוָ֥ה	יהוה	LORD	κυρίου	Tuhan	wa BWANA	jehová	Jahowa
ISA 37:33!4	יְהוָה֙	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 37:33!7	אַשּׁ֔וּר	אַשּׁוּר	Assyria	ἀσσυρίων	Asyur	wa Ashuru	Asiria	Assur
ISA 37:34!12	יְהוָֽה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 37:35!8	דָּוִ֥ד	דָּוִד	David	δαυιδ	Daud	ya Daudi	David	Daud
ISA 37:36!3	יְהוָ֗ה	יהוה	LORD	κυρίου	Tuhan	wa BWANA	jehová	Jahowa
ISA 37:36!6	אַשּׁ֔וּר	אַשּׁוּר	Assyrians	ἀσσυρίων	Asyur	cha Waashuri	asirios	Assur
ISA 37:37!4	סַנְחֵרִ֣יב	סַנְחֵרִיב	Sennacherib		Sanherib	Senakeribu	Senaquerib	Sanherib
ISA 37:37!6	אַשּׁ֑וּר	אַשּׁוּר	Assyria	ἀσσυρίων	Asyur	wa Ashuru	Asiria	Assur
ISA 37:37!8	נִֽינְוֵֽה	נִינְוֵה	Nineveh	νινευη	Niniwe	Ninawi	Nínive	Ninive
ISA 37:38!5	נִסְרֹ֣ךְ	נִסְרֹךְ	Nisroch	νασαραξ	Nisrokh	ya Nisroki	Nisroc	Nisrok
ISA 37:38!7	אַדְרַמֶּ֨לֶךְ	אַדְרַמֶּ֫לֶךְ	Adrammelech	αδραμελεξ	Adramelekh	Adrameleki	Adramelec	Adramelek
ISA 37:38!8	שַׂרְאֶ֤צֶר	שַׁרְאֶ֫צֶר	Sharezer	σαρασαρ	Sarezer	Shareza	Sarezer	Sar
ISA 37:38!15	אֲרָרָ֑ט	אֲרָרַט	Ararat	ἀρμενίαν	Ararat	ya Ararati	Ararat	Ararat
ISA 38:1!4	חִזְקִיָּ֖הוּ	חִזְקִיָּהוּ	Hezekiah	εζεκιας	Hizkia	Hezekia	Ezequías	Hiskia
ISA 38:1!8	יְשַׁעְיָ֨הוּ	יְשַׁעְיָ֫הוּ	Isaiah	ησαιας	Yesaya	Isaya	Isaías	Jesaya
ISA 38:1!10	אָמ֜וֹץ	אָמוֹץ	Amoz	αμως	Amos	Amozi	Amoz	Amos
ISA 38:1!16	יְהוָה֙	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 38:2!2	חִזְקִיָּ֛הוּ	חִזְקִיָּהוּ	Hezekiah	εζεκιας	Hizkia	Hezekia	Ezequías	dipahusor
ISA 38:2!8	יְהוָֽה	יהוה	LORD	κύριον	Tuhan	BWANA	jehová	Jahowa
ISA 38:3!3	יְהוָה֙	יהוה	LORD	μνήσθητι	Tuhan	Ee BWANA	jehová	Jahowa
ISA 38:3!17	חִזְקִיָּ֖הוּ	חִזְקִיָּהוּ	Hezekiah	εζεκιας	Hizkia	Hezekia	Ezequías	Hiskia
ISA 38:4!3	יְהוָ֔ה	יהוה	LORD	κυρίου	Tuhan	la BWANA	jehová	Jahowa
ISA 38:4!5	יְשַׁעְיָ֖הוּ	יְשַׁעְיָ֫הוּ	Isaiah	ησαιαν	Yesaya	Isaya	Isaías	Jesaya
ISA 38:5!4	חִזְקִיָּ֗הוּ	חִזְקִיָּהוּ	Hezekiah	εζεκια	Hizkia	Hezekia	Ezequías	Hiskia
ISA 38:5!7	יְהוָה֙	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
ISA 38:5!9	דָּוִ֣ד	דָּוִד	David	δαυιδ	Daud	wa Daudi	David	Daud
ISA 38:6!3	אַשּׁוּר֙	אַשּׁוּר	Assyria	ἀσσυρίων	Asyur	wa Ashuru	Asiria	Assur
ISA 38:7!5	יְהוָ֑ה	יהוה	LORD	κυρίου	Tuhan	kwa BWANA	Jehová	Jahowa
ISA 38:7!8	יְהוָ֔ה	יהוה	Lord	ποιήσει	Tuhan	BWANA	Jehová	Jahowa
ISA 38:8!9	אָחָ֥ז	אָחָז	Ahaz		Ahas	Ahazi	Acaz	Ahas
ISA 38:9!2	חִזְקִיָּ֣הוּ	חִזְקִיָּהוּ	Hezekiah	εζεκιου	Hizkia	Hezekia	Ezequías	Hiskia
ISA 38:9!4	יְהוּדָ֑ה	יְהוּדָה	Judah	ιουδαίας	Yehuda	wa Yuda	Judá	Juda
ISA 38:10!7	שְׁא֑וֹל	שְׁאוֹל	sheol	ᾅδου	dunia	ya kuzimu	Seol	banuatoru
ISA 38:11!4	יָ֔הּ	יָהּ	LORD		haleluya	BWANA	JAH	
ISA 38:11!5	יָ֖הּ	יָהּ	LORD		haleluya	yeye BWANA	JAH	
ISA 38:18!3	שְׁא֛וֹל	שְׁאוֹל	sheol	ᾅδου	dunia	kuzimu	Seol	banuatoru
ISA 38:20!1	יְהוָ֖ה	יהוה	LORD	κύριε	Tuhan	BWANA	Jehová	Jahowa
ISA 38:20!10	יְהוָֽה	יהוה	LORD	θεοῦ	Tuhan	mwa BWANA	Jehová	Jahowa
ISA 38:21!2	יְשַׁעְיָ֔הוּ	יְשַׁעְיָ֫הוּ	Isaiah	ησαιας	Yesaya	Isaya	Isaías	Jesaya
ISA 38:22!2	חִזְקִיָּ֖הוּ	חִזְקִיָּהוּ	Hezekiah	εζεκιας	Hizkia	Hezekia	Ezequías	Hiskia
ISA 38:22!8	יְהוָֽה	יהוה	LORD	θεοῦ	Tuhan	mwa BWANA	jehová	Jahowa
ISA 39:1!7	בַּלְאֲדָ֧ן	בַּלְאֲדָן	Baladan		bin	Baladani	Baladán	anak
ISA 39:1!9	בָּבֶ֛ל	בָּבֶ֫ל	Babylon		raja	wa Babeli	Babilonia	raja
ISA 39:1!13	חִזְקִיָּ֑הוּ	חִזְקִיָּהוּ	Hezekiah			Hezekia	Ezequías	
ISA 39:2!3	חִזְקִיָּהוּ֒	חִזְקִיָּהוּ	Hezekiah	εζεκιας	Hizkia	Hezekia	Ezequías	Hiskia
ISA 39:2!33	חִזְקִיָּ֛הוּ	חִזְקִיָּהוּ	Hezekiah	εζεκιας	Hizkia		Ezequías	Hiskia
ISA 39:3!2	יְשַׁעְיָ֣הוּ	יְשַׁעְיָ֫הוּ	Isaiah	ησαιας	Yesaya	Isaya	Isaías	Jesaya
ISA 39:3!6	חִזְקִיָּ֑הוּ	חִזְקִיָּהוּ	Hezekiah	εζεκιαν	Hizkia	Hezekia	Ezequías	Hiskia
ISA 39:3!17	חִזְקִיָּ֔הוּ	חִזְקִיָּהוּ	Hezekiah	εζεκιας	Hizkia	Hezekia	Ezequías	Hiskia
ISA 39:3!22	בָּבֶֽל	בָּבֶ֫ל	Babylon	βαβυλῶνος	Babel	Babeli	Babilonia	Babel
ISA 39:4!6	חִזְקִיָּ֗הוּ	חִזְקִיָּהוּ	Hezekiah	εζεκιας	Hizkia	Hezekia	Ezequías	Hiskia
ISA 39:5!2	יְשַׁעְיָ֖הוּ	יְשַׁעְיָ֫הוּ	Isaiah	αὐτῷ	Yesaya	Isaya	Isaías	Jesaya
ISA 39:5!4	חִזְקִיָּ֑הוּ	חִזְקִיָּהוּ	Hezekiah	ησαιας	Hizkia	Hezekia	Ezequías	Hiskia
ISA 39:5!7	יְהוָ֥ה	יהוה	LORD	κυρίου	Tuhan	la BWANA	jehová	Jahowa
ISA 39:6!14	בָּבֶ֑ל	בָּבֶ֫ל	Babylon	βαβυλῶνα	Babel	Babeli	Babilonia	Babel
ISA 39:6!19	יְהוָֽה	יהוה	LORD	θεὸς	Tuhan	BWANA	jehová	Jahowa
ISA 39:7!12	בָּבֶֽל	בָּבֶ֫ל	Babylon	βαβυλωνίων	Babel	wa Babeli	Babilonia	Babel
ISA 39:8!2	חִזְקִיָּ֨הוּ֙	חִזְקִיָּהוּ	Hezekiah	εζεκιας	Hizkia	Hezekia	Ezequías	Hiskia
ISA 39:8!4	יְשַׁעְיָ֔הוּ	יְשַׁעְיָ֫הוּ	Isaiah	ησαιαν	Yesaya	Isaya	Isaías	Jesaya
ISA 39:8!7	יְהוָ֖ה	יהוה	LORD	κυρίου	Tuhan	la BWANA	jehová	Jahowa
ISA 40:2!4	יְרֽוּשָׁלִַ֨ם֙	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Yerusalem	wa Yerusalemu	jerusalén	Jerusalem
ISA 40:2!16	יְהוָ֔ה	יהוה	LORD’s	κυρίου	Tuhan	BWANA	jehová	Jahowa
ISA 40:3!6	יְהוָ֑ה	יהוה	LORD	κυρίου	Tuhan	ya BWANA	jehová	Jahowa
ISA 40:5!3	יְהוָ֑ה	יהוה	LORD	κυρίου	Tuhan	wa BWANA	Jehová	Jahowa
ISA 40:5!10	יְהוָ֖ה	יהוה	LORD	κύριος	Tuhan	cha BWANA	Jehová	Jahowa
ISA 40:7!7	יְהוָ֖ה	יהוה	LORD		Tuhan	ya BWANA	jehová	nunga
ISA 40:9!7	צִיּ֔וֹן	צִיּוֹן	Zion	σιων	Sion	Sayuni	Sion	Sion
ISA 40:9!12	יְרוּשָׁלִָ֑ם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Yerusalem	Yerusalemu	Jerusalén	Jerusalem
ISA 40:9!18	יְהוּדָ֔ה	יְהוּדָה	Judah	ιουδα	Yehuda	Yuda	Judá	Juda
ISA 40:10!3	יְהוִה֙	יְהֹוִה	GOD		Tuhan	Mungu	jehová	Tuhan
ISA 40:13!5	יְהוָ֑ה	יהוה	LORD	κυρίου	Tuhan	ya BWANA	jehová	Jahowa
ISA 40:16!1	לְבָנ֕וֹן	לְבָנוֹן	Lebanon		Libanon	Lebanoni	Líbano	Libanon
ISA 40:27!3	יַֽעֲקֹ֔ב	יַעֲקֹב	Jacob	ιακωβ	berkata	Yakobo	Jacob	dohononmu
ISA 40:27!5	יִשְׂרָאֵ֑ל	יִשְׂרָאֵל	Israel	ισραηλ	berkata	Israeli	Israel	dohononmu
ISA 40:27!8	יְהוָ֔ה	יהוה	LORD	θεοῦ		BWANA	jehová	
ISA 40:28!8	יְהוָה֙	יהוה	LORD	θεὸς	Tuhan	BWANA	jehová	Jahowa
ISA 40:31!2	יְהוָה֙	יהוה	LORD	θεὸν	Tuhan	BWANA	Jehová	Jahowa
ISA 41:4!8	יְהוָה֙	יהוה	LORD	θεὸς	Tuhan	BWANA	jehová	Jahowa
ISA 41:8!2	יִשְׂרָאֵ֣ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
ISA 41:8!4	יַעֲקֹ֖ב	יַעֲקֹב	Jacob	ιακωβ	Yakub	Yakobo	Jacob	Jakkob
ISA 41:8!8	אַבְרָהָ֥ם	אַבְרָהָם	Abraham	αβρααμ	Abraham	Abrahamu	Abraham	Abraham
ISA 41:13!3	יְהוָ֥ה	יהוה	LORD		Tuhan	BWANA	jehová	Jahowa
ISA 41:14!4	יַֽעֲקֹ֔ב	יַעֲקֹב	Jacob	ιακωβ	Yakub	Yakobo	Jacob	Jakkob
ISA 41:14!6	יִשְׂרָאֵ֑ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
ISA 41:14!10	יְהוָ֔ה	יהוה	LORD	θεὸς	Tuhan	BWANA	Jehová	Jahowa
ISA 41:14!13	יִשְׂרָאֵֽל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
ISA 41:16!9	יהוָ֔ה	יהוה	LORD		Tuhan	BWANA	jehová	Jahowa
ISA 41:16!11	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
ISA 41:17!10	יְהוָה֙	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 41:17!13	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
ISA 41:20!9	יְהוָ֖ה	יהוה	LORD	κυρίου	Tuhan	wa BWANA	jehová	Jahowa
ISA 41:20!13	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
ISA 41:21!4	יְהוָ֑ה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
ISA 41:21!9	יַעֲקֹֽב	יַעֲקֹב	Jacob	ιακωβ	Yakub	wa Yakobo	Jacob	Jakkob
ISA 41:27!2	צִיּ֖וֹן	צִיּוֹן	Zion	σιων	Sion	Sayuni	Sion	Sion
ISA 41:27!5	ירוּשָׁלִַ֖ם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Yerusalem	Yerusalemu	jerusalén	Jerusalem
ISA 42:5!4	יְהוָ֗ה	יהוה	LORD	θεὸς	Tuhan	BWANA	jehová	Jahowa
ISA 42:6!2	יְהוָ֛ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 42:8!2	יְהוָ֖ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 42:10!2	יהוָה֙	יהוה	LORD	κυρίῳ	Tuhan	BWANA	jehová	Jahowa
ISA 42:11!6	קֵדָ֑ר	קֵדָר	Kedar	κηδαρ	Kedar	Kedari	Cedar	Kedar
ISA 42:11!9	סֶ֔לַע	סֶ֫לַע	Sela	πέτραν	Batu	Sela	Sela	batu
ISA 42:12!2	יהוָ֖ה	יהוה	LORD	θεῷ	Tuhan	BWANA	jehová	Jahowa
ISA 42:13!1	יְהוָה֙	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 42:19!14	יְהוָֽה	יהוה	LORD	θεοῦ	Tuhan	wa BWANA	Jehová	Jahowa
