ref	text	macula_lemma	macula_eng	macula_lxx_greek	tbi	sruv06	rv09	bbc
ISA 42:21!1	יְהוָ֥ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 42:24!5	יַעֲקֹ֛ב	יַעֲקֹב	Jacob	ιακωβ	Yakub	Yakobo	Jacob	Jakkob
ISA 42:24!6	יִשְׂרָאֵ֥ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
ISA 42:24!9	יְהוָ֑ה	יהוה	LORD	θεός	Tuhan	BWANA	jehová	Jahowa
ISA 43:1!4	יְהוָה֙	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 43:1!6	יַעֲקֹ֔ב	יַעֲקֹב	Jacob	ιακωβ	Yakub	Yakobo	Jacob	Jakkob
ISA 43:1!8	יִשְׂרָאֵ֑ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
ISA 43:3!3	יְהוָ֣ה	יהוה	LORD	κύριος	Tuhan	ni BWANA	jehová	Jahowa
ISA 43:3!6	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
ISA 43:3!10	מִצְרַ֔יִם	מִצְרַ֫יִם	Egypt	αἴγυπτον	Mesir	Misri	Egipto	Misir
ISA 43:3!11	כּ֥וּשׁ	כּוּשׁ	Cush	αἰθιοπίαν	Etiopia	Kushi	Etiopía	Kus
ISA 43:3!12	סְבָ֖א	סְבָא	Seba	σοήνην	Syeba	Seba	Seba	Seba
ISA 43:10!4	יְהוָ֔ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 43:11!3	יְהוָ֑ה	יהוה	LORD	θεός	Tuhan	ni BWANA	jehová	Jahowa
ISA 43:12!11	יְהוָ֖ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 43:14!3	יְהוָ֛ה	יהוה	LORD	θεὸς	Tuhan	BWANA	Jehová	Jahowa
ISA 43:14!6	יִשְׂרָאֵ֑ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
ISA 43:14!13	כַשְׂדִּ֖ים	כַּשְׂדִּים	Chaldeans	ξαλδαῖοι	Kasdim	Wakaldayo	caldeos	Kasdim
ISA 43:15!2	יְהוָ֖ה	יהוה	LORD	κύριος	Tuhan	ni BWANA	Jehová	Jahowa
ISA 43:15!5	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
ISA 43:16!3	יְהוָ֔ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 43:22!4	יַֽעֲקֹ֑ב	יַעֲקֹב	Jacob	ιακωβ	Yakub	Yakobo	Jacob	Jakkob
ISA 43:22!8	יִשְׂרָאֵֽל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
ISA 43:28!6	יַעֲקֹ֔ב	יַעֲקֹב	Jacob	ιακωβ	Yakub	Yakobo	Jacob	Jakkob
ISA 43:28!7	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
ISA 44:1!3	יַעֲקֹ֣ב	יַעֲקֹב	Jacob		Yakub	Yakobo	Jacob	Jakkob
ISA 44:1!5	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
ISA 44:2!3	יְהוָ֥ה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
ISA 44:2!11	יַֽעֲקֹ֔ב	יַעֲקֹב	Jacob	ιακωβ	Yakub	Yakobo	Jacob	Jakkob
ISA 44:2!12	ישֻׁר֖וּן	יְשֻׁרוּן	Jeshurun		Yesyurun	Yeshuruni	Jesurún	bangso
ISA 44:5!3	יהוָ֣ה	יהוה	Yahweh	θεοῦ	Tuhan	wa BWANA	Jehová	Jahowa
ISA 44:5!8	יַעֲקֹ֑ב	יַעֲקֹב	Jacob	ιακωβ	Yakub	la Yakobo	Jacob	Jakkob
ISA 44:5!12	יהוָ֔ה	יהוה	LORD	θεοῦ	Tuhan	BWANA	Jehová	Jahowa
ISA 44:5!14	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
ISA 44:6!3	יְהוָ֧ה	יהוה	LORD	θεὸς	Tuhan	BWANA	Jehová	Jahowa
ISA 44:6!5	יִשְׂרָאֵ֛ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
ISA 44:6!7	יְהוָ֣ה	יהוה	LORD	θεὸς	Tuhan	BWANA	Jehová	Jahowa
ISA 44:21!3	יַעֲקֹ֔ב	יַעֲקֹב	Jacob	ιακωβ	Yakub	Yakobo	Jacob	Jakkob
ISA 44:21!4	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
ISA 44:21!12	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
ISA 44:23!5	יְהוָ֗ה	יהוה	LORD	θεὸς	Tuhan	BWANA	Jehová	Jahowa
ISA 44:23!18	יְהוָה֙	יהוה	LORD	θεὸς	Tuhan	BWANA	Jehová	Jahowa
ISA 44:23!19	יַֽעֲקֹ֔ב	יַעֲקֹב	Jacob	ιακωβ	Yakub	Yakobo	Jacob	Jakkob
ISA 44:23!20	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
ISA 44:24!3	יְהוָה֙	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
ISA 44:24!8	יְהוָה֙	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
ISA 44:26!8	ירוּשָׁלִַ֜ם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Yerusalem	Yerusalemu	jerusalén	Jerusalem
ISA 44:26!11	יְהוּדָה֙	יְהוּדָה	Judah	ιουδαίας	Yehuda	Yuda	Judá	Juda
ISA 44:28!2	כ֨וֹרֶשׁ֙	כּ֫וֹרֶשׁ	Cyrus	κύρῳ	Koresh	Koreshi	Ciro	Sirus
ISA 44:28!8	ירוּשָׁלִַ֨ם֙	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Yerusalem	Yerusalemu	jerusalén	Jerusalem
ISA 45:1!3	יְהוָה֮	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 45:1!5	כ֣וֹרֶשׁ	כּ֫וֹרֶשׁ	Cyrus	κύρῳ	Koresh	Koreshi	Ciro	Sirus
ISA 45:3!11	יְהוָ֛ה	יהוה	LORD	κύριος	Tuhan	ni BWANA	jehová	Jahowa
ISA 45:3!15	יִשְׂרָאֵֽל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
ISA 45:4!3	יַעֲקֹ֔ב	יַעֲקֹב	Jacob		Yakub	Yakobo	Jacob	Jakkob
ISA 45:4!4	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
ISA 45:5!2	יְהוָה֙	יהוה	LORD	κύριος	Tuhan	ni BWANA	jehová	Jahowa
ISA 45:6!10	יְהוָ֖ה	יהוה	LORD	κύριος	Tuhan	ni BWANA	jehová	Jahowa
ISA 45:7!10	יְהוָ֖ה	יהוה	LORD	κύριος	Tuhan	ni BWANA	jehová	Jahowa
ISA 45:8!15	יְהוָ֖ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 45:11!3	יְהוָ֛ה	יהוה	LORD	θεὸς	Tuhan	BWANA	jehová	Jahowa
ISA 45:11!5	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
ISA 45:13!17	יְהוָ֥ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 45:14!3	יְהוָ֗ה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
ISA 45:14!5	מִצְרַ֥יִם	מִצְרַ֫יִם	Egypt	αἴγυπτος	Mesir	ya Misri	Egipto	Misir
ISA 45:14!7	כּוּשׁ֮	כּוּשׁ	Cush	αἰθιόπων	Etiopia	ya Kushi	Etiopía	Kus
ISA 45:14!8	סְבָאִים֮	סְבָאִים	Sabeans	σεβωιν		Waseba	sabeos	
ISA 45:15!6	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
ISA 45:17!1	יִשְׂרָאֵל֙	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
ISA 45:17!3	יהוָ֔ה	יהוה	LORD	κυρίου	Tuhan	na BWANA	jehová	Jahowa
ISA 45:18!4	יְ֠הוָה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
ISA 45:18!20	יְהוָ֖ה	יהוה	LORD		Tuhan	ni BWANA	Jehová	Jahowa
ISA 45:19!10	יַעֲקֹ֖ב	יַעֲקֹב	Jacob	ιακωβ	Yakub	wa Yakobo	Jacob	Jakkob
ISA 45:19!14	יְהוָה֙	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 45:21!14	יְהוָה֙	יהוה	LORD	θεός	Tuhan	BWANA	jehová	Jahowa
ISA 45:24!2	יהוָ֛ה	יהוה	LORD		Tuhan	BWANA	jehová	Jahowa
ISA 45:25!1	יהוָ֛ה	יהוה	LORD	κυρίου	Tuhan	BWANA	jehová	Jahowa
ISA 45:25!6	יִשְׂרָאֵֽל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
ISA 46:1!2	בֵּל֙	בֵּל	Bel	βηλ	Bel	Beli	Bel	Bel
ISA 46:1!4	נְב֔וֹ	נְבוֹ	Nebo	δαγων	Nebo	Nebo	Nebo	Nebo
ISA 46:3!4	יַעֲקֹ֔ב	יַעֲקֹב	Jacob	ιακωβ	Yakub	ya Yakobo	Jacob	Jakkob
ISA 46:3!8	יִשְׂרָאֵ֑ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	ya Israeli	Israel	Israel
ISA 46:13!9	צִיּוֹן֙	צִיּוֹן	Zion	σιων	Sion	Sayuni	Sion	Sion
ISA 46:13!11	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
ISA 47:1!7	בָּבֶ֔ל	בָּבֶ֫ל	Babylon	βαβυλῶνος	Babel	Babeli	Babilonia	Babel
ISA 47:1!13	כַּשְׂדִּ֑ים	כַּשְׂדִּים	Chaldea	ξαλδαίων	Kasdim	wa Wakaldayo	caldeos	Kasdim
ISA 47:4!2	יְהוָ֥ה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
ISA 47:4!6	יִשְׂרָאֵֽל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
ISA 47:5!6	כַּשְׂדִּ֑ים	כַּשְׂדִּים	Chaldea	ξαλδαίων	Kasdim	Wakaldayo	caldeos	Kasdim
ISA 48:1!4	יַעֲקֹ֗ב	יַעֲקֹב	Jacob	ιακωβ	Yakub	ya Yakobo	Jacob	Jakkob
ISA 48:1!7	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	la Israeli	Israel	Israel
ISA 48:1!9	יְהוּדָ֖ה	יְהוּדָה	Judah	ιουδα	Yehuda	ya Yuda	Judá	Juda
ISA 48:1!13	יְהוָ֗ה	יהוה	LORD	κυρίου	Tuhan	la BWANA	jehová	Jahowa
ISA 48:1!15	יִשְׂרָאֵל֙	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
ISA 48:2!7	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
ISA 48:2!9	יְהוָ֥ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 48:12!3	יַֽעֲקֹ֔ב	יַעֲקֹב	Jacob	ιακωβ	Yakub	Yakobo	Jacob	Jakkob
ISA 48:12!4	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
ISA 48:14!9	יְהוָ֣ה	יהוה	LORD		Tuhan	BWANA	Jehová	Jahowa
ISA 48:14!13	בָבֶ֔ל	בָּבֶ֫ל	Babylon	βαβυλῶνα	Babel	Babeli	Babilonia	Babel
ISA 48:14!15	כַּשְׂדִּֽים	כַּשְׂדִּים	Chaldeans	ξαλδαίων	Kasdim	juu ya Wakaldayo	caldeos	Kasdim
ISA 48:16!15	יְהוִ֛ה	יְהֹוִה	GOD		Tuhan	MUNGU	jehová	Tuhan
ISA 48:17!3	יְהוָ֛ה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
ISA 48:17!6	יִשְׂרָאֵ֑ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
ISA 48:17!8	יְהוָ֤ה	יהוה	LORD		Tuhan	ni BWANA	Jehová	Jahowa
ISA 48:20!2	בָּבֶל֮	בָּבֶ֫ל	Babylon	βαβυλῶνος	Babel	Babeli	Babilonia	Babel
ISA 48:20!4	כַּשְׂדִּים֒	כַּשְׂדִּים	Chaldea	ξαλδαίων	Kasdim	Wakaldayo	caldeos	Kasdim
ISA 48:20!16	יְהוָ֖ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 48:20!18	יַעֲקֹֽב	יַעֲקֹב	Jacob	ιακωβ	Yakub	Yakobo	Jacob	Jakkob
ISA 48:22!4	יְהוָ֖ה	יהוה	LORD	λέγει	Tuhan	BWANA	jehová	Jahowa
ISA 49:1!7	יְהוָה֙	יהוה	LORD	στήσεται	Tuhan	BWANA	jehová	Jahowa
ISA 49:3!5	יִשְׂרָאֵ֕ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
ISA 49:4!12	יְהוָ֔ה	יהוה	LORD	κυρίῳ	Tuhan	BWANA	jehová	Jahowa
ISA 49:5!3	יְהוָ֗ה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
ISA 49:5!9	יַֽעֲקֹב֙	יַעֲקֹב	Jacob	ιακωβ	Yakub	Yakobo	Jacob	Jakkob
ISA 49:5!11	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
ISA 49:5!17	יְהוָ֔ה	יהוה	LORD	κυρίου	Tuhan	ya BWANA	Jehová	Jahowa
ISA 49:6!9	יַעֲקֹ֔ב	יַעֲקֹב	Jacob	ιακωβ	Yakub	Yakobo	Jacob	Jakkob
ISA 49:6!12	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
ISA 49:7!3	יְהוָה֩	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
ISA 49:7!5	יִשְׂרָאֵ֜ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
ISA 49:7!19	יְהוָה֙	יהוה	LORD	κυρίου	Tuhan	ya BWANA	Jehová	Jahowa
ISA 49:7!23	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
ISA 49:8!3	יְהוָ֗ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 49:12!11	סִינִֽים	סִינִים	Sinim	περσῶν		ya Sinimu	Sinim	
ISA 49:13!11	יְהוָה֙	יהוה	LORD	ὅτι	bangsa	BWANA	Jehová	
ISA 49:14!2	צִיּ֖וֹן	צִיּוֹן	Zion	σιων	Sion	Sayuni	Sion	Sion
ISA 49:14!4	יְהוָ֑ה	יהוה	LORD	κύριος	Tuhan	YEHOVA	jehová	Jahowa
ISA 49:18!12	יְהוָ֗ה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
ISA 49:22!4	יְהוִ֗ה	יְהֹוִה	GOD		Tuhan	MUNGU	Jehová	Tuhan
ISA 49:23!16	יְהוָ֔ה	יהוה	LORD	κύριος	Tuhan	ni BWANA	Jehová	Jahowa
ISA 49:25!4	יְהוָ֗ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 49:26!14	יְהוָה֙	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
ISA 49:26!18	יַעֲקֹֽב	יַעֲקֹב	Jacob	ιακωβ	Yakub	wa Yakobo	Fuerte de Jacob	Jakkob
ISA 50:1!3	יְהוָ֗ה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
ISA 50:4!2	יְהֹוִ֗ה	יְהֹוִה	GOD		Tuhan	MUNGU	jehová	Tuhan
ISA 50:5!2	יְהוִה֙	יְהֹוִה	GOD		Tuhan	MUNGU	jehová	Tuhan
ISA 50:7!2	יְהוִה֙	יְהֹוִה	GOD		Tuhan	MUNGU	jehová	Tuhan
ISA 50:9!3	יְהוִה֙	יְהֹוִה	GOD		Tuhan	MUNGU	jehová	Tuhan
ISA 50:10!4	יְהוָ֔ה	יהוה	LORD		Tuhan	BWANA	Jehová	Jahowa
ISA 50:10!16	יְהוָ֔ה	יהוה	LORD	κυρίου	Tuhan	la BWANA	Jehová	Jahowa
ISA 51:1!6	יְהוָ֑ה	יהוה	LORD		Tuhan	BWANA	jehová	Jahowa
ISA 51:2!3	אַבְרָהָ֣ם	אַבְרָהָם	Abraham	αβρααμ	Abraham	Abrahamu	Abraham	Abraham
ISA 51:2!6	שָׂרָ֖ה	שָׂרָה	Sarah	σαρραν	Sara	Sara	Sara	Sara
ISA 51:3!3	יְהוָ֜ה	יהוה	LORD		Tuhan	BWANA	Jehová	Jahowa
ISA 51:3!4	צִיּ֗וֹן	צִיּוֹן	Zion	σιων	Sion	Sayuni	Sion	Sion
ISA 51:3!10	עֵ֔דֶן	עֵ֫דֶן	Eden	παράδεισον	Eden	bustani ya Edeni	paraíso	Eden
ISA 51:3!13	יְהוָ֑ה	יהוה	LORD	κυρίου	Tuhan	ya BWANA	Jehová	Jahowa
ISA 51:9!6	יְהוָ֔ה	יהוה	LORD	σου	Tuhan	wa Bwana	jehová	Jahowa
ISA 51:9!16	רַ֖הַב	רַ֫הַב	rahab		Rahab			Rahab
ISA 51:11!2	יְהוָ֜ה	יהוה	LORD		Tuhan	na BWANA	jehová	Jahowa
ISA 51:11!5	צִיּוֹן֙	צִיּוֹן	Zion	σιων	Sion	Sayuni	Sion	Sion
ISA 51:13!2	יְהוָ֣ה	יהוה	LORD	θεὸν	Tuhan	BWANA	jehová	Jahowa
ISA 51:15!2	יְהוָ֣ה	יהוה	LORD	ὁ	Tuhan	ni BWANA	Jehová	Jahowa
ISA 51:15!8	יְהוָ֥ה	יהוה	LORD	κύριος	Tuhan		Jehová	Jahowa
ISA 51:16!12	צִיּ֖וֹן	צִיּוֹן	Zion	σιων	Sion	Sayuni	Sion	Sion
ISA 51:17!4	יְר֣וּשָׁלִַ֔ם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Yerusalem	Ee Yerusalemu	jerusalén	Jerusalem
ISA 51:17!8	יְהוָ֖ה	יהוה	Lord		Tuhan	mwa BWANA	jehová	Jahowa
ISA 51:20!11	יְהוָ֖ה	יהוה	LORD	κυρίου	Tuhan	ya BWANA	jehová	Jahowa
ISA 51:22!4	יְהוָ֗ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 52:1!5	צִיּ֑וֹן	צִיּוֹן	Zion	σιων	Sion	Ee Sayuni	Sion	Sion
ISA 52:1!9	יְרוּשָׁלִַ֨ם֙	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Yerusalem	Ee Yerusalemu	jerusalén	Jerusalem
ISA 52:2!5	יְרֽוּשָׁלִָ֑ם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Yerusalem	Ee Yerusalemu	jerusalén	Jerusalem
ISA 52:2!12	צִיּֽוֹן	צִיּוֹן	Zion	σιων	Sion	Sayuni	Sion	Sion
ISA 52:3!4	יְהוָ֔ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 52:4!5	יְהוִ֔ה	יְהֹוִה	GOD		Tuhan	MUNGU	jehová	Tuhan
ISA 52:4!6	מִצְרַ֛יִם	מִצְרַ֫יִם	Egypt	αἴγυπτον	Mesir	Misri	Egipto	Misir
ISA 52:4!12	אַשּׁ֖וּר	אַשּׁוּר	Assyria		Asyur	Mwashuri	asirio	Assur
ISA 52:5!8	יְהוָ֔ה	יהוה	LORD		Tuhan	BWANA	Jehová	Jahowa
ISA 52:5!17	יְהוָ֔ה	יהוה	LORD		Tuhan	BWANA	Jehová	Jahowa
ISA 52:7!14	צִיּ֖וֹן	צִיּוֹן	Zion	σιων	Sion	Sayuni	Sion	Sion
ISA 52:8!12	יְהוָ֖ה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
ISA 52:8!13	צִיּֽוֹן	צִיּוֹן	Zion	σιων	Sion	Sayuni	Sion	Sion
ISA 52:9!5	יְרוּשָׁלִָ֑ם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Yerusalem	Yerusalemu	Jerusalén	Jerusalem
ISA 52:9!8	יְהוָה֙	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
ISA 52:9!11	יְרוּשָׁלִָֽם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Yerusalem	Yerusalemu	Jerusalén	Jerusalem
ISA 52:10!2	יְהוָה֙	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Nunga
ISA 52:11!13	יְהוָֽה	יהוה	LORD	κυρίου	Tuhan	vya BWANA	jehová	Jahowa
ISA 52:12!11	יְהוָ֔ה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
ISA 52:12!14	יִשְׂרָאֵֽל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
ISA 53:1!5	יְהוָ֖ה	יהוה	LORD	κυρίου	Tuhan	wa BWANA	jehová	Jahowa
ISA 53:6!7	יהוָה֙	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 53:10!1	יהוָ֞ה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
ISA 53:10!14	יְהוָ֖ה	יהוה	LORD	κύριος	Tuhan	ya BWANA	Jehová	Jahowa
ISA 54:1!17	יְהוָֽה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
ISA 54:5!4	יְהוָ֥ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 54:5!9	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel		Israel	wa Israeli	Israel	Israel
ISA 54:6!7	יְהוָ֑ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 54:8!12	יְהוָֽה	יהוה	LORD		Tuhan	BWANA	Jehová	Jahowa
ISA 54:9!3	נֹ֨חַ֙	נֹחַ	Noah	νωε	Nuh	ya Nuhu	Noé	Noak
ISA 54:9!10	נֹ֛חַ	נֹחַ	Noah	ἐκείνῳ	nuh	ya Nuhu	Noé	Noak
ISA 54:10!16	יְהוָֽה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
ISA 54:13!4	יְהוָ֑ה	יהוה	LORD	θεοῦ	Tuhan	BWANA	Jehová	Jahowa
ISA 54:17!16	יְהוָ֧ה	יהוה	LORD	κύριον	Tuhan	wa BWANA	Jehová	Jahowa
ISA 54:17!20	יְהוָֽה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
ISA 55:3!13	דָוִ֖ד	דָּוִד	David	δαυιδ	Daud	za Daudi	David	Daud
ISA 55:5!12	יְהוָ֣ה	יהוה	LORD	τοῦ	Tuhan	ya BWANA	jehová	Jahowa
ISA 55:5!15	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
ISA 55:6!2	יְהוָ֖ה	יהוה	LORD	θεὸν	Tuhan	BWANA	jehová	Jahowa
ISA 55:7!9	יְהוָה֙	יהוה	LORD	κύριον	Tuhan	BWANA	Jehová	Jahowa
ISA 55:8!9	יְהוָֽה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 55:13!11	יהוָה֙	יהוה	LORD	κύριος		BWANA	jehová	
ISA 56:1!3	יְהוָ֔ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 56:3!7	יְהוָה֙	יהוה	LORD	κύριον	Tuhan	BWANA	Jehová	Jahowa
ISA 56:3!11	יְהוָ֖ה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
ISA 56:4!4	יְהוָ֗ה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
ISA 56:6!5	יְהוָה֙	יהוה	LORD	κυρίῳ	Tuhan	na BWANA	Jehová	Jahowa
ISA 56:6!10	יְהוָ֔ה	יהוה	LORD	κυρίου	Tuhan	la BWANA	Jehová	Jahowa
ISA 56:8!3	יְהוִ֔ה	יְהֹוִה	GOD		Tuhan	MUNGU	jehová	Tuhan
ISA 56:8!6	יִשְׂרָאֵ֑ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
ISA 57:9!12	שְׁאֽוֹל	שְׁאוֹל	sheol	ᾅδου	dunia	kuzimu	Seol	banuatoru
ISA 57:19!10	יְהוָ֖ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 58:1!12	יַעֲקֹ֖ב	יַעֲקֹב	Jacob	ιακωβ	Yakub	ya Yakobo	Jacob	Jakkob
ISA 58:5!20	יהוָֽה	יהוה	LORD		Tuhan	na BWANA	jehová	Jahowa
ISA 58:8!12	יְהוָ֖ה	יהוה	LORD	θεοῦ	Tuhan	wa BWANA	jehová	Jahowa
ISA 58:9!3	יהוָ֣ה	יהוה	LORD	θεὸς	Tuhan	BWANA	jehová	Jahowa
ISA 58:11!2	יְהוָה֮	יהוה	LORD	θεός	Tuhan	BWANA	jehová	Jahowa
ISA 58:13!13	יְהוָה֙	יהוה	LORD	θεῷ	Tuhan	ya BWANA	Jehová	Jahowa
ISA 58:14!4	יְהוָ֔ה	יהוה	LORD	κύριον	Tuhan	BWANA	Jehová	Jahowa
ISA 58:14!11	יַעֲקֹ֣ב	יַעֲקֹב	Jacob	ιακωβ	Yakub	wa Yakobo	Jacob	Jakkob
ISA 58:14!15	יְהוָ֖ה	יהוה	LORD	κυρίου	tuhan	cha BWANA	Jehová	Jahowa
ISA 59:1!5	יְהוָ֖ה	יהוה	Lord’s	κυρίου	Tuhan	wa BWANA	jehová	Jahowa
ISA 59:13!3	יהוָ֔ה	יהוה	LORD		Tuhan	BWANA	Jehová	Jahowa
ISA 59:15!8	יְהוָ֛ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
ISA 59:19!5	יְהוָ֔ה	יהוה	LORD	κυρίου	Tuhan	la BWANA	Jehová	Jahowa
ISA 59:19!15	יְהוָ֖ה	יהוה	LORD		Tuhan	ya BWANA	Jehová	Jahowa
ISA 59:20!2	צִיּוֹן֙	צִיּוֹן	Zion	σιων	Sion	Sayuni	Sion	Sion
